day,slot,mechanism,location,kl15,note
89,0,leakage,SEG-B,0.408,step change from onset
89,0,seepage,SEG-D,0.1316,quadratic growth from onset
89,1,evaporation,TK-02,0.004895,"PV valve, set 2.5 kPa"
89,1,evaporation,TK-03,0.000236,FREE VENT - PV valve missing/stuck open
89,1,evaporation,loading bays,0.003458,vapour displaced from road tankers
89,1,leakage,SEG-B,0.504,step change from onset
89,1,seepage,SEG-D,0.1626,quadratic growth from onset
89,2,evaporation,TK-01,0.002684,"PV valve, set 2.5 kPa"
89,2,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
89,2,evaporation,TK-03,0.000207,FREE VENT - PV valve missing/stuck open
89,2,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
89,2,evaporation,TK-05,0.0,"PV valve, set 2.5 kPa"
89,2,evaporation,loading bays,0.001839,vapour displaced from road tankers
89,2,leakage,SEG-B,0.288,step change from onset
89,2,seepage,SEG-D,0.0929,quadratic growth from onset
90,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
90,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
90,0,evaporation,TK-03,0.002789,FREE VENT - PV valve missing/stuck open
90,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
90,0,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
90,0,evaporation,loading bays,0.002397,vapour displaced from road tankers
90,0,leakage,SEG-B,0.408,step change from onset
90,0,seepage,SEG-D,0.1377,quadratic growth from onset
90,1,evaporation,TK-03,0.000214,FREE VENT - PV valve missing/stuck open
90,1,evaporation,TK-05,0.004478,"PV valve, set 2.5 kPa"
90,1,evaporation,loading bays,0.003978,vapour displaced from road tankers
90,1,leakage,SEG-B,0.504,step change from onset
90,1,seepage,SEG-D,0.1701,quadratic growth from onset
90,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
90,2,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
90,2,evaporation,TK-03,0.000181,FREE VENT - PV valve missing/stuck open
90,2,evaporation,TK-04,0.002129,"PV valve, set 2.5 kPa"
90,2,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
90,2,evaporation,loading bays,0.001444,vapour displaced from road tankers
90,2,leakage,SEG-B,0.288,step change from onset
90,2,seepage,SEG-D,0.0972,quadratic growth from onset
91,0,evaporation,TK-01,0.002303,"PV valve, set 2.5 kPa"
91,0,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
91,0,evaporation,TK-03,0.00018,FREE VENT - PV valve missing/stuck open
91,0,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
91,0,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
91,0,evaporation,loading bays,0.002176,vapour displaced from road tankers
91,0,leakage,SEG-B,0.408,step change from onset
91,0,seepage,SEG-D,0.1439,quadratic growth from onset
91,1,evaporation,TK-02,0.003631,"PV valve, set 2.5 kPa"
91,1,evaporation,TK-03,0.000221,FREE VENT - PV valve missing/stuck open
91,1,evaporation,loading bays,0.003698,vapour displaced from road tankers
91,1,leakage,SEG-B,0.504,step change from onset
91,1,seepage,SEG-D,0.1777,quadratic growth from onset
91,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
91,2,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
91,2,evaporation,TK-03,0.000197,FREE VENT - PV valve missing/stuck open
91,2,evaporation,TK-04,0.001931,"PV valve, set 2.5 kPa"
91,2,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
91,2,evaporation,loading bays,0.001826,vapour displaced from road tankers
91,2,leakage,SEG-B,0.288,step change from onset
91,2,seepage,SEG-D,0.1016,quadratic growth from onset
92,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
92,0,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
92,0,evaporation,TK-03,0.000183,FREE VENT - PV valve missing/stuck open
92,0,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
92,0,evaporation,TK-05,0.002677,"PV valve, set 2.5 kPa"
92,0,evaporation,loading bays,0.002281,vapour displaced from road tankers
92,0,leakage,SEG-B,0.408,step change from onset
92,0,seepage,SEG-D,0.1502,quadratic growth from onset
92,1,evaporation,TK-03,0.004823,FREE VENT - PV valve missing/stuck open
92,1,evaporation,loading bays,0.003427,vapour displaced from road tankers
92,1,leakage,SEG-B,0.504,step change from onset
92,1,seepage,SEG-D,0.1856,quadratic growth from onset
92,2,evaporation,TK-01,0.002373,"PV valve, set 2.5 kPa"
92,2,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
92,2,evaporation,TK-03,0.000163,FREE VENT - PV valve missing/stuck open
92,2,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
92,2,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
92,2,evaporation,loading bays,0.001679,vapour displaced from road tankers
92,2,leakage,SEG-B,0.288,step change from onset
92,2,seepage,SEG-D,0.106,quadratic growth from onset
93,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
93,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
93,0,evaporation,TK-03,0.000153,FREE VENT - PV valve missing/stuck open
93,0,evaporation,TK-04,0.002836,"PV valve, set 2.5 kPa"
93,0,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
93,0,evaporation,loading bays,0.001797,vapour displaced from road tankers
93,0,leakage,SEG-B,0.408,step change from onset
93,0,seepage,SEG-D,0.1567,quadratic growth from onset
93,1,evaporation,TK-03,0.000205,FREE VENT - PV valve missing/stuck open
93,1,evaporation,TK-05,0.004115,"PV valve, set 2.5 kPa"
93,1,evaporation,loading bays,0.003711,vapour displaced from road tankers
93,1,leakage,SEG-B,0.504,step change from onset
93,1,seepage,SEG-D,0.1935,quadratic growth from onset
93,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
93,2,evaporation,TK-02,0.002185,"PV valve, set 2.5 kPa"
93,2,evaporation,TK-03,0.00018,FREE VENT - PV valve missing/stuck open
93,2,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
93,2,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
93,2,evaporation,loading bays,0.001812,vapour displaced from road tankers
93,2,leakage,SEG-B,0.288,step change from onset
93,2,seepage,SEG-D,0.1106,quadratic growth from onset
94,0,evaporation,TK-01,0.002657,"PV valve, set 2.5 kPa"
94,0,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
94,0,evaporation,TK-03,0.000176,FREE VENT - PV valve missing/stuck open
94,0,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
94,0,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
94,0,evaporation,loading bays,0.002115,vapour displaced from road tankers
94,0,leakage,SEG-B,0.408,step change from onset
94,0,seepage,SEG-D,0.1633,quadratic growth from onset
94,1,evaporation,TK-02,0.003831,"PV valve, set 2.5 kPa"
94,1,evaporation,TK-03,0.000247,FREE VENT - PV valve missing/stuck open
94,1,evaporation,loading bays,0.00349,vapour displaced from road tankers
94,1,leakage,SEG-B,0.504,step change from onset
94,1,seepage,SEG-D,0.2017,quadratic growth from onset
94,2,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
94,2,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
94,2,evaporation,TK-03,0.000201,FREE VENT - PV valve missing/stuck open
94,2,evaporation,TK-04,0.002013,"PV valve, set 2.5 kPa"
94,2,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
94,2,evaporation,loading bays,0.001451,vapour displaced from road tankers
94,2,leakage,SEG-B,0.288,step change from onset
94,2,seepage,SEG-D,0.1152,quadratic growth from onset
95,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
95,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
95,0,evaporation,TK-03,0.000176,FREE VENT - PV valve missing/stuck open
95,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
95,0,evaporation,TK-05,0.002513,"PV valve, set 2.5 kPa"
95,0,evaporation,loading bays,0.0024,vapour displaced from road tankers
95,0,leakage,SEG-B,0.408,step change from onset
95,0,seepage,SEG-D,0.17,quadratic growth from onset
95,1,evaporation,TK-03,0.004862,FREE VENT - PV valve missing/stuck open
95,1,evaporation,loading bays,0.004041,vapour displaced from road tankers
95,1,leakage,SEG-B,0.504,step change from onset
95,1,seepage,SEG-D,0.21,quadratic growth from onset
95,2,evaporation,TK-01,0.001841,"PV valve, set 2.5 kPa"
95,2,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
95,2,evaporation,TK-03,0.000173,FREE VENT - PV valve missing/stuck open
95,2,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
95,2,evaporation,TK-05,0.0,"PV valve, set 2.5 kPa"
95,2,evaporation,loading bays,0.002146,vapour displaced from road tankers
95,2,leakage,SEG-B,0.288,step change from onset
95,2,seepage,SEG-D,0.12,quadratic growth from onset
96,0,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
96,0,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
96,0,evaporation,TK-03,0.000163,FREE VENT - PV valve missing/stuck open
96,0,evaporation,TK-04,0.003319,"PV valve, set 2.5 kPa"
96,0,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
96,0,evaporation,loading bays,0.002279,vapour displaced from road tankers
96,0,leakage,SEG-B,0.408,step change from onset
96,0,seepage,SEG-D,0.1769,quadratic growth from onset
96,1,evaporation,TK-03,0.000215,FREE VENT - PV valve missing/stuck open
96,1,evaporation,TK-05,0.004651,"PV valve, set 2.5 kPa"
96,1,evaporation,loading bays,0.004008,vapour displaced from road tankers
96,1,leakage,SEG-B,0.504,step change from onset
96,1,seepage,SEG-D,0.2185,quadratic growth from onset
96,2,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
96,2,evaporation,TK-02,0.002035,"PV valve, set 2.5 kPa"
96,2,evaporation,TK-03,0.000197,FREE VENT - PV valve missing/stuck open
96,2,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
96,2,evaporation,TK-05,0.0,"PV valve, set 2.5 kPa"
96,2,evaporation,loading bays,0.001955,vapour displaced from road tankers
96,2,leakage,SEG-B,0.288,step change from onset
96,2,seepage,SEG-D,0.1248,quadratic growth from onset
97,0,evaporation,TK-01,0.003188,"PV valve, set 2.5 kPa"
97,0,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
97,0,evaporation,TK-03,0.000193,FREE VENT - PV valve missing/stuck open
97,0,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
97,0,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
97,0,evaporation,loading bays,0.00273,vapour displaced from road tankers
97,0,leakage,SEG-B,0.408,step change from onset
97,0,seepage,SEG-D,0.1839,quadratic growth from onset
97,1,evaporation,TK-02,0.005007,"PV valve, set 2.5 kPa"
97,1,evaporation,TK-03,0.000258,FREE VENT - PV valve missing/stuck open
97,1,evaporation,loading bays,0.004011,vapour displaced from road tankers
97,1,leakage,SEG-B,0.504,step change from onset
97,1,seepage,SEG-D,0.2271,quadratic growth from onset
97,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
97,2,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
97,2,evaporation,TK-03,0.002303,FREE VENT - PV valve missing/stuck open
97,2,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
97,2,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
97,2,evaporation,loading bays,0.001734,vapour displaced from road tankers
97,2,leakage,SEG-B,0.288,step change from onset
97,2,seepage,SEG-D,0.1298,quadratic growth from onset
98,0,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
98,0,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
98,0,evaporation,TK-03,0.000179,FREE VENT - PV valve missing/stuck open
98,0,evaporation,TK-04,0.003053,"PV valve, set 2.5 kPa"
98,0,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
98,0,evaporation,loading bays,0.002224,vapour displaced from road tankers
98,0,leakage,SEG-B,0.408,step change from onset
98,0,seepage,SEG-D,0.191,quadratic growth from onset
98,1,evaporation,TK-03,0.000224,FREE VENT - PV valve missing/stuck open
98,1,evaporation,TK-05,0.003883,"PV valve, set 2.5 kPa"
98,1,evaporation,loading bays,0.004341,vapour displaced from road tankers
98,1,leakage,SEG-B,0.504,step change from onset
98,1,seepage,SEG-D,0.236,quadratic growth from onset
98,2,evaporation,TK-01,0.002186,"PV valve, set 2.5 kPa"
98,2,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
98,2,evaporation,TK-03,0.000197,FREE VENT - PV valve missing/stuck open
98,2,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
98,2,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
98,2,evaporation,loading bays,0.001784,vapour displaced from road tankers
98,2,leakage,SEG-B,0.288,step change from onset
98,2,seepage,SEG-D,0.1348,quadratic growth from onset
99,0,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
99,0,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
99,0,evaporation,TK-03,0.002952,FREE VENT - PV valve missing/stuck open
99,0,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
99,0,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
99,0,evaporation,loading bays,0.002496,vapour displaced from road tankers
99,0,leakage,SEG-B,0.408,step change from onset
99,0,seepage,SEG-D,0.1983,quadratic growth from onset
99,1,evaporation,TK-03,0.000219,FREE VENT - PV valve missing/stuck open
99,1,evaporation,TK-05,0.005586,"PV valve, set 2.5 kPa"
99,1,evaporation,loading bays,0.004246,vapour displaced from road tankers
99,1,leakage,SEG-B,0.504,step change from onset
99,1,seepage,SEG-D,0.2449,quadratic growth from onset
99,2,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
99,2,evaporation,TK-02,0.002677,"PV valve, set 2.5 kPa"
99,2,evaporation,TK-03,0.000183,FREE VENT - PV valve missing/stuck open
99,2,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
99,2,evaporation,TK-05,0.0,"PV valve, set 2.5 kPa"
99,2,evaporation,loading bays,0.001883,vapour displaced from road tankers
99,2,leakage,SEG-B,0.288,step change from onset
99,2,seepage,SEG-D,0.14,quadratic growth from onset
100,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
100,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
100,0,evaporation,TK-03,0.000159,FREE VENT - PV valve missing/stuck open
100,0,evaporation,TK-04,0.002732,"PV valve, set 2.5 kPa"
100,0,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
100,0,evaporation,loading bays,0.002138,vapour displaced from road tankers
100,0,leakage,SEG-B,0.408,step change from onset
100,0,seepage,SEG-D,0.2057,quadratic growth from onset
100,1,evaporation,TK-01,0.004582,"PV valve, set 2.5 kPa"
100,1,evaporation,TK-03,0.000228,FREE VENT - PV valve missing/stuck open
100,1,evaporation,loading bays,0.003549,vapour displaced from road tankers
100,1,leakage,SEG-B,0.504,step change from onset
100,1,seepage,SEG-D,0.2541,quadratic growth from onset
100,2,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
100,2,evaporation,TK-02,0.001917,"PV valve, set 2.5 kPa"
100,2,evaporation,TK-03,0.000194,FREE VENT - PV valve missing/stuck open
100,2,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
100,2,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
100,2,evaporation,loading bays,0.001758,vapour displaced from road tankers
100,2,leakage,SEG-B,0.288,step change from onset
100,2,seepage,SEG-D,0.1452,quadratic growth from onset
101,0,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
101,0,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
101,0,evaporation,TK-03,0.000183,FREE VENT - PV valve missing/stuck open
101,0,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
101,0,evaporation,TK-05,0.003099,"PV valve, set 2.5 kPa"
101,0,evaporation,loading bays,0.002228,vapour displaced from road tankers
101,0,leakage,SEG-B,0.408,step change from onset
101,0,seepage,SEG-D,0.2132,quadratic growth from onset
101,1,evaporation,TK-03,0.000254,FREE VENT - PV valve missing/stuck open
101,1,evaporation,TK-04,0.005107,"PV valve, set 2.5 kPa"
101,1,evaporation,loading bays,0.00455,vapour displaced from road tankers
101,1,leakage,SEG-B,0.504,step change from onset
101,1,seepage,SEG-D,0.2634,quadratic growth from onset
101,2,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
101,2,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
101,2,evaporation,TK-03,0.002664,FREE VENT - PV valve missing/stuck open
101,2,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
101,2,evaporation,TK-05,0.0,"PV valve, set 2.5 kPa"
101,2,evaporation,loading bays,0.002081,vapour displaced from road tankers
101,2,leakage,SEG-B,0.288,step change from onset
101,2,seepage,SEG-D,0.1505,quadratic growth from onset
102,0,evaporation,TK-01,0.002158,"PV valve, set 2.5 kPa"
102,0,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
102,0,evaporation,TK-03,0.000185,FREE VENT - PV valve missing/stuck open
102,0,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
102,0,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
102,0,evaporation,loading bays,0.002547,vapour displaced from road tankers
102,0,leakage,SEG-B,0.408,step change from onset
102,0,seepage,SEG-D,0.2209,quadratic growth from onset
102,1,evaporation,TK-02,0.005378,"PV valve, set 2.5 kPa"
102,1,evaporation,TK-03,0.000248,FREE VENT - PV valve missing/stuck open
102,1,evaporation,loading bays,0.00436,vapour displaced from road tankers
102,1,leakage,SEG-B,0.504,step change from onset
102,1,seepage,SEG-D,0.2729,quadratic growth from onset
102,2,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
102,2,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
102,2,evaporation,TK-03,0.000199,FREE VENT - PV valve missing/stuck open
102,2,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
102,2,evaporation,TK-05,0.001885,"PV valve, set 2.5 kPa"
102,2,evaporation,loading bays,0.001723,vapour displaced from road tankers
102,2,leakage,SEG-B,0.288,step change from onset
102,2,seepage,SEG-D,0.156,quadratic growth from onset
103,0,evaporation,TK-01,0.003713,"PV valve, set 2.5 kPa"
103,0,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
103,0,evaporation,TK-03,0.000194,FREE VENT - PV valve missing/stuck open
103,0,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
103,0,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
103,0,evaporation,loading bays,0.00189,vapour displaced from road tankers
103,0,leakage,SEG-B,0.408,step change from onset
103,0,seepage,SEG-D,0.2288,quadratic growth from onset
103,1,evaporation,TK-03,0.004579,FREE VENT - PV valve missing/stuck open
103,1,evaporation,loading bays,0.004118,vapour displaced from road tankers
103,1,leakage,SEG-B,0.504,step change from onset
103,1,seepage,SEG-D,0.2826,quadratic growth from onset
103,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
103,2,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
103,2,evaporation,TK-03,0.000168,FREE VENT - PV valve missing/stuck open
103,2,evaporation,TK-04,0.002174,"PV valve, set 2.5 kPa"
103,2,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
103,2,evaporation,loading bays,0.00156,vapour displaced from road tankers
103,2,leakage,SEG-B,0.288,step change from onset
103,2,seepage,SEG-D,0.1615,quadratic growth from onset
104,0,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
104,0,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
104,0,evaporation,TK-03,0.000165,FREE VENT - PV valve missing/stuck open
104,0,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
104,0,evaporation,TK-05,0.002883,"PV valve, set 2.5 kPa"
104,0,evaporation,loading bays,0.002546,vapour displaced from road tankers
104,0,leakage,SEG-B,0.408,step change from onset
104,0,seepage,SEG-D,0.2367,quadratic growth from onset
104,1,evaporation,TK-02,0.005955,"PV valve, set 2.5 kPa"
104,1,evaporation,TK-03,0.000227,FREE VENT - PV valve missing/stuck open
104,1,evaporation,loading bays,0.003365,vapour displaced from road tankers
104,1,leakage,SEG-B,0.504,step change from onset
104,1,seepage,SEG-D,0.2924,quadratic growth from onset
104,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
104,2,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
104,2,evaporation,TK-03,0.000184,FREE VENT - PV valve missing/stuck open
104,2,evaporation,TK-04,0.001775,"PV valve, set 2.5 kPa"
104,2,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
104,2,evaporation,loading bays,0.00165,vapour displaced from road tankers
104,2,leakage,SEG-B,0.288,step change from onset
104,2,seepage,SEG-D,0.1671,quadratic growth from onset
105,0,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
105,0,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
105,0,evaporation,TK-03,0.000179,FREE VENT - PV valve missing/stuck open
105,0,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
105,0,evaporation,TK-05,0.00221,"PV valve, set 2.5 kPa"
105,0,evaporation,loading bays,0.001959,vapour displaced from road tankers
105,0,leakage,SEG-B,0.408,step change from onset
105,0,seepage,SEG-D,0.2448,quadratic growth from onset
105,1,evaporation,TK-01,0.005118,"PV valve, set 2.5 kPa"
105,1,evaporation,TK-03,0.000243,FREE VENT - PV valve missing/stuck open
105,1,evaporation,loading bays,0.003403,vapour displaced from road tankers
105,1,leakage,SEG-B,0.504,step change from onset
105,1,seepage,SEG-D,0.3024,quadratic growth from onset
105,2,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
105,2,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
105,2,evaporation,TK-03,0.0002,FREE VENT - PV valve missing/stuck open
105,2,evaporation,TK-04,0.002497,"PV valve, set 2.5 kPa"
105,2,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
105,2,evaporation,loading bays,0.001674,vapour displaced from road tankers
105,2,leakage,SEG-B,0.288,step change from onset
105,2,seepage,SEG-D,0.1728,quadratic growth from onset
106,0,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
106,0,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
106,0,evaporation,TK-03,0.00328,FREE VENT - PV valve missing/stuck open
106,0,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
106,0,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
106,0,evaporation,loading bays,0.00264,vapour displaced from road tankers
106,0,leakage,SEG-B,0.408,step change from onset
106,0,seepage,SEG-D,0.253,quadratic growth from onset
106,1,evaporation,TK-03,0.00022,FREE VENT - PV valve missing/stuck open
106,1,evaporation,TK-05,0.006018,"PV valve, set 2.5 kPa"
106,1,evaporation,loading bays,0.003954,vapour displaced from road tankers
106,1,leakage,SEG-B,0.504,step change from onset
106,1,seepage,SEG-D,0.3126,quadratic growth from onset
106,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
106,2,evaporation,TK-02,0.001997,"PV valve, set 2.5 kPa"
106,2,evaporation,TK-03,0.000178,FREE VENT - PV valve missing/stuck open
106,2,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
106,2,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
106,2,evaporation,loading bays,0.00193,vapour displaced from road tankers
106,2,leakage,SEG-B,0.288,step change from onset
106,2,seepage,SEG-D,0.1786,quadratic growth from onset
107,0,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
107,0,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
107,0,evaporation,TK-03,0.00017,FREE VENT - PV valve missing/stuck open
107,0,evaporation,TK-04,0.002238,"PV valve, set 2.5 kPa"
107,0,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
107,0,evaporation,loading bays,0.002675,vapour displaced from road tankers
107,0,leakage,SEG-B,0.408,step change from onset
107,0,seepage,SEG-D,0.2614,quadratic growth from onset
107,1,evaporation,TK-01,0.005062,"PV valve, set 2.5 kPa"
107,1,evaporation,TK-03,0.000253,FREE VENT - PV valve missing/stuck open
107,1,evaporation,loading bays,0.003907,vapour displaced from road tankers
107,1,leakage,SEG-B,0.504,step change from onset
107,1,seepage,SEG-D,0.3229,quadratic growth from onset
107,2,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
107,2,evaporation,TK-02,0.00173,"PV valve, set 2.5 kPa"
107,2,evaporation,TK-03,0.000201,FREE VENT - PV valve missing/stuck open
107,2,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
107,2,evaporation,TK-05,0.0,"PV valve, set 2.5 kPa"
107,2,evaporation,loading bays,0.001868,vapour displaced from road tankers
107,2,leakage,SEG-B,0.288,step change from onset
107,2,seepage,SEG-D,0.1845,quadratic growth from onset
108,0,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
108,0,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
108,0,evaporation,TK-03,0.000198,FREE VENT - PV valve missing/stuck open
108,0,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
108,0,evaporation,TK-05,0.003433,"PV valve, set 2.5 kPa"
108,0,evaporation,loading bays,0.002568,vapour displaced from road tankers
108,0,leakage,SEG-B,0.408,step change from onset
108,0,seepage,SEG-D,0.2699,quadratic growth from onset
108,1,evaporation,TK-03,0.005224,FREE VENT - PV valve missing/stuck open
108,1,evaporation,loading bays,0.004022,vapour displaced from road tankers
108,1,leakage,SEG-B,0.504,step change from onset
108,1,seepage,SEG-D,0.3334,quadratic growth from onset
108,2,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
108,2,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
108,2,evaporation,TK-03,0.000171,FREE VENT - PV valve missing/stuck open
108,2,evaporation,TK-04,0.00196,"PV valve, set 2.5 kPa"
108,2,evaporation,TK-05,0.0,"PV valve, set 2.5 kPa"
108,2,evaporation,loading bays,0.002079,vapour displaced from road tankers
108,2,leakage,SEG-B,0.288,step change from onset
108,2,seepage,SEG-D,0.1905,quadratic growth from onset
109,0,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
109,0,evaporation,TK-02,0.003399,"PV valve, set 2.5 kPa"
109,0,evaporation,TK-03,0.000168,FREE VENT - PV valve missing/stuck open
109,0,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
109,0,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
109,0,evaporation,loading bays,0.00266,vapour displaced from road tankers
109,0,leakage,SEG-B,0.408,step change from onset
109,0,seepage,SEG-D,0.2785,quadratic growth from onset
109,1,evaporation,TK-01,0.00554,"PV valve, set 2.5 kPa"
109,1,evaporation,TK-03,0.000224,FREE VENT - PV valve missing/stuck open
109,1,evaporation,loading bays,0.004482,vapour displaced from road tankers
109,1,leakage,SEG-B,0.504,step change from onset
109,1,seepage,SEG-D,0.3441,quadratic growth from onset
109,2,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
109,2,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
109,2,evaporation,TK-03,0.000188,FREE VENT - PV valve missing/stuck open
109,2,evaporation,TK-04,0.00222,"PV valve, set 2.5 kPa"
